conserved_genes_fragments	RNA-anno	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
atp1-part31	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part32	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part33	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part34	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part35	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part36	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part37	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part38	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
atp1-part39	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
nad3-part1	gene-G1-921	1019.78211	639.6494469	724.1952272	1.408159115	0.883255541
nad3-part2	gene-G1-2699	174.5822634	125.4102318	126.1782071	1.383616612	0.993913566
nad3-part3	gene-G1-2699	174.5822634	125.4102318	126.1782071	1.383616612	0.993913566
nad3-part4	gene-G1-2699	174.5822634	125.4102318	126.1782071	1.383616612	0.993913566
nad3-part5	gene-G1-2699	174.5822634	125.4102318	126.1782071	1.383616612	0.993913566
nad3-part6	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
atp9-part5	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
atp9-part6	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
atp9-part7	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
atp9-part8	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
atp9-part9	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
cox1-part0	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
cox1-part1	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
cox1-part2	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
cox1-part3	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
cox1-part4	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
rps3-part52	gene-G1-1810	667.8464363	529.1281011	492.6267934	1.355684354	1.074095255
rps3-part53	gene-G1-1760	2813.268474	2993.811377	2089.43376	1.346426256	1.43283383
rps3-part54	gene-G1-1760	2813.268474	2993.811377	2089.43376	1.346426256	1.43283383
rps3-part55	gene-G1-1813	3015.562208	2085.016684	2240.75092	1.345781979	0.930499087
nad7-part33	gene-G1-1813	3015.562208	2085.016684	2240.75092	1.345781979	0.930499087
nad7-part34	gene-G1-2886	19.39802927	17.1794838	14.5032422	1.337496058	1.184527126
nad7-part35	gene-G1-2886	19.39802927	17.1794838	14.5032422	1.337496058	1.184527126
nad7-part36	gene-G1-2886	19.39802927	17.1794838	14.5032422	1.337496058	1.184527126
nad7-part37	gene-G1-2886	19.39802927	17.1794838	14.5032422	1.337496058	1.184527126
nad2-part34	gene-G1-2886	19.39802927	17.1794838	14.5032422	1.337496058	1.184527126
nad2-part35	gene-G1-2886	19.39802927	17.1794838	14.5032422	1.337496058	1.184527126
nad2-part36	gene-G1-1756	1169.97828	1539.854398	879.8633601	1.329727243	1.750106287
nad2-part37	gene-G1-1756	1169.97828	1539.854398	879.8633601	1.329727243	1.750106287
nad2-part38	gene-G1-1756	1169.97828	1539.854398	879.8633601	1.329727243	1.750106287
nad2-part39	gene-G1-1756	1169.97828	1539.854398	879.8633601	1.329727243	1.750106287
nad2-part40	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part9	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part10	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part11	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part12	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part13	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part14	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part15	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part16	gene-G1-2698	346.9476092	198.7093626	262.0252424	1.324099946	0.758359618
ccmB-part17	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmB-part18	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmB-part19	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmB-part20	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part40	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part41	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part42	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part43	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part44	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part45	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part46	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part47	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part48	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
ccmFC-part49	gene-G1-1795	1605.048365	1326.25615	1235.192794	1.299431451	1.073724002
rps3-part0	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part1	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part2	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part3	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part4	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part5	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part6	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part7	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part8	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part9	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part10	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps3-part11	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps4-part7	gene-G1-1794	1202.677815	1086.316026	946.0948328	1.271202181	1.148210505
rps4-part8	gene-G1-1798	968.2387753	784.5297603	765.2877467	1.265195712	1.025143501
rps4-part9	gene-G1-1798	968.2387753	784.5297603	765.2877467	1.265195712	1.025143501
rps4-part10	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part11	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part12	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part13	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part14	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part15	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part16	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part17	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part18	gene-G1-1759	2314.462007	3063.674611	1831.75949	1.263518502	1.672531044
rps4-part19	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part0	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part1	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part2	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part3	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part4	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
atp8-part0	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
atp8-part3	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part19	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part20	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part21	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part22	gene-G1-2697	163.4976753	108.8033974	130.0457384	1.257232089	0.836654847
matR-part23	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part24	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part25	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part26	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part27	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part28	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part29	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part30	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
matR-part31	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
nad2-part11	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
cox1-part19	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
cox1-part20	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
cox1-part21	gene-G1-469	3225.615153	2076.426942	2571.424842	1.254407712	0.807500538
cox1-part22	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part23	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part24	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part25	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part26	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part27	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part28	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part29	gene-G1-4295	914.4785228	704.9314854	751.2679459	1.217246826	0.938322324
cox1-part30	gene-G1-2888	88.12247583	54.97434817	72.516211	1.215210704	0.758097361
cox1-part31	gene-G1-2888	88.12247583	54.97434817	72.516211	1.215210704	0.758097361
atp1-part47	gene-G1-2888	88.12247583	54.97434817	72.516211	1.215210704	0.758097361
atp1-part48	gene-G1-2888	88.12247583	54.97434817	72.516211	1.215210704	0.758097361
atp1-part49	gene-G1-2888	88.12247583	54.97434817	72.516211	1.215210704	0.758097361
atp1-part50	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
nad2-part8	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
atp1-part40	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
atp1-part41	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
atp1-part42	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
atp1-part43	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
atp1-part44	gene-G1-1952	706.6424949	678.5896102	582.546895	1.213022507	1.164866925
atp1-part45	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
atp1-part46	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
atp1-part47	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
atp1-part48	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
atp1-part49	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
atp1-part50	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
nad7-part5	gene-G1-2892	73.15828182	48.10255465	60.91361724	1.201016868	0.789684751
nad7-part6	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
nad7-part7	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
nad7-part8	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part5	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part6	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part7	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part8	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part9	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part10	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part11	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part12	gene-G1-1758	906.7193111	1220.315999	756.10236	1.1992018	1.613956078
rps3-part13	gene-G1-1093	558.663243	526.8375033	468.4547231	1.192566145	1.124628438
rps3-part14	gene-G1-1093	558.663243	526.8375033	468.4547231	1.192566145	1.124628438
rps3-part17	gene-G1-1093	558.663243	526.8375033	468.4547231	1.192566145	1.124628438
rps3-part18	gene-G1-1093	558.663243	526.8375033	468.4547231	1.192566145	1.124628438
cob-part25	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part26	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part27	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part28	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part29	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part30	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part31	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part32	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part33	gene-G1-920	1550.179653	1077.153634	1299.973943	1.192469789	0.828596327
cob-part34	gene-G1-4294	2256.822148	1810.144943	1903.792259	1.18543509	0.950810118
cob-part35	gene-G1-1979	226.6798278	185.5384251	192.4096799	1.178110311	0.964288414
cob-part37	gene-G1-1979	226.6798278	185.5384251	192.4096799	1.178110311	0.964288414
matR-part59	gene-G1-1979	226.6798278	185.5384251	192.4096799	1.178110311	0.964288414
matR-part60	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
matR-part61	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
matR-part62	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
matR-part63	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
matR-part64	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
matR-part65	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
rps3-part39	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
rps3-part40	gene-G1-1797	902.2854758	841.7947063	770.1221608	1.171613442	1.093066463
rps3-part41	gene-G1-4298	2674.711122	2387.948249	2324.869725	1.15047785	1.027132068
rps3-part42	gene-G1-4298	2674.711122	2387.948249	2324.869725	1.15047785	1.027132068
rps3-part43	gene-G1-4298	2674.711122	2387.948249	2324.869725	1.15047785	1.027132068
rps3-part44	gene-G1-4298	2674.711122	2387.948249	2324.869725	1.15047785	1.027132068
rps3-part45	gene-G1-4298	2674.711122	2387.948249	2324.869725	1.15047785	1.027132068
rps3-part46	gene-G1-1069	559.7717018	532.5639979	490.2095864	1.141902805	1.086400619
rps3-part47	gene-G1-1069	559.7717018	532.5639979	490.2095864	1.141902805	1.086400619
rps3-part48	gene-G1-3349	1447.647213	1308.504016	1268.06681	1.141617462	1.031888861
rps3-part49	gene-G1-3349	1447.647213	1308.504016	1268.06681	1.141617462	1.031888861
rps3-part50	gene-G1-3349	1447.647213	1308.504016	1268.06681	1.141617462	1.031888861
rps3-part51	gene-G1-3349	1447.647213	1308.504016	1268.06681	1.141617462	1.031888861
nad2-part34	gene-G1-3349	1447.647213	1308.504016	1268.06681	1.141617462	1.031888861
nad2-part35	gene-G1-3349	1447.647213	1308.504016	1268.06681	1.141617462	1.031888861
nad2-part36	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad2-part37	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad2-part38	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad2-part39	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad2-part40	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad2-part41	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad2-part42	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part13	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part14	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part15	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part16	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part17	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part18	gene-G1-2891	96.99014636	55.54699763	85.08568757	1.139911413	0.652835973
nad7-part19	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
nad7-part20	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
nad7-part21	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
nad7-part22	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
nad7-part23	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
nad7-part24	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
nad7-part25	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
ccmFC-part33	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
ccmFC-part34	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
ccmFC-part35	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
ccmFC-part36	gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
ccmFC-part37	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part38	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part39	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part40	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part41	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part42	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part43	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part44	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
ccmFC-part45	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
nad2-part45	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
nad2-part46	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
nad2-part47	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
rps4-part27	gene-G1-1796	966.0218577	845.2306031	851.3403171	1.134707048	0.992823417
rps4-part28	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps4-part29	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps4-part30	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps4-part31	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps4-part32	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps4-part33	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps4-part34	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps3-part0	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps3-part1	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps3-part2	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps3-part3	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
rps3-part4	gene-G1-4297	625.1707719	532.5639979	551.1232036	1.134357559	0.966324761
ccmFC-part20	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part21	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part22	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part23	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part24	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part25	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part26	gene-G1-2695	235.5474983	137.4358704	208.3632463	1.130465677	0.659597472
ccmFC-part27	gene-G1-923	112.5085698	36.07691598	100.0723712	1.124272049	0.360508256
ccmFC-part28	gene-G1-923	112.5085698	36.07691598	100.0723712	1.124272049	0.360508256
ccmFC-part29	gene-G1-923	112.5085698	36.07691598	100.0723712	1.124272049	0.360508256
ccmFC-part30	gene-G1-3352	1265.859967	979.8032262	1126.901919	1.123309798	0.869466286
ccmFC-part31	gene-G1-3352	1265.859967	979.8032262	1126.901919	1.123309798	0.869466286
ccmFC-part32	gene-G1-3352	1265.859967	979.8032262	1126.901919	1.123309798	0.869466286
atp1-part13	gene-G1-3352	1265.859967	979.8032262	1126.901919	1.123309798	0.869466286
atp1-part14	gene-G1-2890	53.76025255	38.36751383	47.86069926	1.123265088	0.801649671
atp1-part15	gene-G1-2890	53.76025255	38.36751383	47.86069926	1.123265088	0.801649671
atp1-part16	gene-G1-2890	53.76025255	38.36751383	47.86069926	1.123265088	0.801649671
atp1-part17	gene-G1-2890	53.76025255	38.36751383	47.86069926	1.123265088	0.801649671
atp1-part18	gene-G1-2890	53.76025255	38.36751383	47.86069926	1.123265088	0.801649671
atp1-part19	gene-G1-2890	53.76025255	38.36751383	47.86069926	1.123265088	0.801649671
atp1-part20	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
atp1-part21	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
atp1-part22	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
atp1-part23	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
atp1-part24	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
atp1-part25	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
atp1-part26	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
matR-part0	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
matR-part1	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
matR-part2	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
matR-part3	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
matR-part4	gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
matR-part5	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
matR-part6	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
matR-part7	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
matR-part8	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
matR-part9	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
matR-part10	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
matR-part11	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
nad7-part11	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
nad7-part12	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
cox1-part5	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
cox1-part6	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
cox1-part7	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
cox1-part8	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
cox1-part9	gene-G1-5211	114.7254874	124.2649328	102.9730196	1.114131525	1.206771767
cox1-part10	gene-G1-3689	928.334258	780.5212141	834.4198679	1.11255052	0.935405836
cox1-part11	gene-G1-3689	928.334258	780.5212141	834.4198679	1.11255052	0.935405836
cox1-part12	gene-G1-3689	928.334258	780.5212141	834.4198679	1.11255052	0.935405836
cox1-part13	gene-G1-3689	928.334258	780.5212141	834.4198679	1.11255052	0.935405836
cox1-part14	gene-G1-3190	1744.159946	1546.726192	1567.800482	1.112488462	0.986558054
cox1-part15	gene-G1-3190	1744.159946	1546.726192	1567.800482	1.112488462	0.986558054
cox1-part16	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
cox1-part17	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part11	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part12	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part13	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part14	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part15	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part16	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part17	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad2-part18	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad6-part0	gene-G1-2887	64.84484071	40.65811167	58.49641021	1.108526839	0.695053107
nad6-part1	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part2	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part3	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
