RNA anno gene_id	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
gene-G1-2360	6.650752893	12.59828812	9.668828133	0.687855116	1.302979839
gene-G1-2361	13.85573519	15.46153542	14.98668361	0.924536446	1.031684916
gene-G1-2362	12.74727638	14.88888596	12.56947657	1.014145363	1.184527126
gene-G1-2363	16.07265282	12.02563866	16.92044923	0.94989516	0.710716276
gene-G1-2364	6.096523485	9.162391361	6.284738287	0.970052086	1.45787954
gene-G1-2365	5.542294077	9.162391361	7.735062507	0.716515745	1.184527126
gene-G1-2366	4.433835262	6.871793521	11.11915235	0.398756589	0.618014153
gene-G1-2367	5.542294077	8.017092441	8.218503913	0.67436776	0.975492927
gene-G1-2368	7.759211708	17.75213326	9.185386727	0.844734352	1.932649522
gene-G1-2369	7.204982301	8.589741901	6.284738287	1.146425193	1.366762069
gene-G1-237	8.313441116	10.30769028	11.11915235	0.747668604	0.927021229
gene-G1-2370	7.204982301	14.3162365	10.63571095	0.677433068	1.346053552
gene-G1-2371	16.07265282	24.05127732	18.37077345	0.874903436	1.309214192
gene-G1-2372	6.096523485	6.871793521	4.35097266	1.401186347	1.579369501
gene-G1-2373	1.662688223	6.871793521	2.90064844	0.573212596	2.369054252
gene-G1-2374	6.096523485	13.74358704	4.834414067	1.261067712	2.842865103
gene-G1-2375	9.421899932	17.1794838	8.70194532	1.082734904	1.974211877
gene-G1-2376	12.74727638	14.88888596	6.284738287	2.028290725	2.369054252
gene-G1-2377	11.63881756	14.88888596	12.08603517	0.962997162	1.231908211
gene-G1-2378	8.313441116	13.74358704	7.2516211	1.146425193	1.895243402
gene-G1-2379	12.74727638	40.65811167	40.60907816	0.313902136	1.001207452
gene-G1-238	19.39802927	14.88888596	14.98668361	1.294351024	0.993474364
gene-G1-2380	3.879605854	8.017092441	3.867531253	1.003122044	2.072922471
gene-G1-2381	14.96419401	9.735040821	6.284738287	2.381036938	1.548997011
gene-G1-2382	7.759211708	12.59828812	5.80129688	1.337496058	2.171633065
gene-G1-2383	13.30150579	12.59828812	9.185386727	1.448116033	1.371557725
gene-G1-2384	26.04878216	27.48717408	16.43700783	1.584764237	1.67227359
gene-G1-2385	9.421899932	9.162391361	6.768179693	1.392087734	1.353745287
gene-G1-2386	8.313441116	14.3162365	1.933765627	4.299094472	7.403294538
gene-G1-2387	20.50648809	20.61538056	10.15226954	2.019892006	2.03061793
gene-G1-2388	9.421899932	10.88033974	8.70194532	1.082734904	1.250334189
gene-G1-2389	17.73534105	18.32478272	9.668828133	1.834280308	1.895243402
gene-G1-239	11.08458815	10.88033974	9.668828133	1.146425193	1.12530077
gene-G1-2390	5.542294077	12.02563866	4.35097266	1.27380577	2.763896628
gene-G1-2391	21.6149469	32.06836976	11.11915235	1.94393837	2.884066046
gene-G1-2392	7.759211708	10.88033974	1.933765627	4.012488174	5.626503849
gene-G1-2393	15.51842342	12.02563866	0	#DIV/0!	#DIV/0!
gene-G1-2394	14.96419401	22.33332894	0	#DIV/0!	#DIV/0!
gene-G1-2395	30.48261743	28.05982354	0	#DIV/0!	#DIV/0!
gene-G1-2396	31.59107624	28.632473	0	#DIV/0!	#DIV/0!
gene-G1-2397	16.07265282	17.1794838	0	#DIV/0!	#DIV/0!
gene-G1-2398	9.421899932	5.726494601	0	#DIV/0!	#DIV/0!
gene-G1-2399	50.98910551	49.24785357	0	#DIV/0!	#DIV/0!
gene-G1-24	6.650752893	8.017092441	13.53635939	0.491325083	0.592263563
gene-G1-240	8.867670524	5.726494601	3.384089847	2.62040044	1.692181609
gene-G1-2400	5.542294077	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-2401	4.98806467	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-2402	7.204982301	6.871793521	0	#DIV/0!	#DIV/0!
gene-G1-2403	17.18111164	1.71794838	0	#DIV/0!	#DIV/0!
gene-G1-2404	9.976129339	7.444442981	0.483441407	20.63565347	15.39885264
gene-G1-2405	29.37415861	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-2406	6.650752893	14.3162365	0	#DIV/0!	#DIV/0!
gene-G1-2407	4.433835262	8.017092441	5.317855473	0.833763776	1.507579979
gene-G1-2408	4.433835262	11.4529892	7.2516211	0.611426769	1.579369501
gene-G1-2409	4.433835262	10.30769028	5.317855473	0.833763776	1.938317115
gene-G1-241	14.4099646	7.444442981	8.70194532	1.6559475	0.855491813
gene-G1-2410	6.650752893	19.47008164	9.185386727	0.724058016	2.11968012
gene-G1-2411	7.204982301	11.4529892	8.70194532	0.82797375	1.316141251
gene-G1-2412	5.542294077	5.726494601	6.284738287	0.881865533	0.911174712
gene-G1-2413	4.433835262	1.71794838	3.867531253	1.146425193	0.444197672
gene-G1-2414	4.433835262	6.299144061	3.384089847	1.31020022	1.86139977
gene-G1-2415	7.759211708	7.444442981	5.317855473	1.459086609	1.399895695
gene-G1-2416	8.867670524	6.871793521	3.867531253	2.292850385	1.776790689
gene-G1-2417	11.08458815	18.32478272	11.11915235	0.996891472	1.648037741
gene-G1-2418	17.73534105	18.32478272	9.668828133	1.834280308	1.895243402
gene-G1-2419	15.51842342	13.17093758	8.70194532	1.783328077	1.513562439
gene-G1-242	10.53035875	9.162391361	9.185386727	1.146425193	0.997496527
gene-G1-2420	6.096523485	6.871793521	6.768179693	0.900762651	1.015308965
gene-G1-2421	5.542294077	5.153845141	4.35097266	1.27380577	1.184527126
gene-G1-2422	5.542294077	9.735040821	5.80129688	0.955354327	1.678080095
gene-G1-2423	4.98806467	1.71794838	4.834414067	1.031782673	0.355358138
gene-G1-2424	1.662688223	4.008546221	1.933765627	0.859818894	2.072922471
gene-G1-2425	8.313441116	8.589741901	5.317855473	1.563307081	1.615264263
gene-G1-2426	4.98806467	8.589741901	6.284738287	0.793678979	1.366762069
gene-G1-2427	4.98806467	4.581195681	2.90064844	1.719637789	1.579369501
gene-G1-2428	17.73534105	16.60683434	6.284738287	2.821969705	2.642406666
gene-G1-2429	6.650752893	6.299144061	3.384089847	1.96530033	1.86139977
gene-G1-243	19.95225868	16.03418488	16.92044923	1.179180198	0.947621701
gene-G1-2430	12.19304697	14.3162365	14.01980079	0.86970187	1.021144074
gene-G1-2431	11.63881756	14.88888596	5.80129688	2.006244087	2.56647544
gene-G1-2432	9.421899932	14.88888596	9.185386727	1.025748857	1.620931857
gene-G1-2433	11.08458815	8.017092441	5.317855473	2.084409441	1.507579979
gene-G1-2434	18.84379986	12.59828812	13.53635939	1.392087734	0.930699885
gene-G1-2435	1.108458815	2.29059784	0.966882813	1.146425193	2.369054252
gene-G1-2436	6.650752893	12.02563866	9.668828133	0.687855116	1.243753482
gene-G1-2437	4.98806467	5.153845141	3.384089847	1.473975248	1.522963448
gene-G1-2438	7.204982301	8.589741901	5.317855473	1.354866137	1.615264263
gene-G1-2439	7.759211708	4.581195681	6.284738287	1.234611746	0.72893977
gene-G1-244	14.4099646	9.735040821	7.2516211	1.987137001	1.342464076
gene-G1-2440	5.542294077	4.581195681	4.834414067	1.146425193	0.947621701
gene-G1-2441	13.85573519	24.05127732	19.33765627	0.716515745	1.243753482
gene-G1-2442	5.542294077	4.581195681	10.15226954	0.545916758	0.451248429
gene-G1-2443	6.096523485	10.88033974	5.80129688	1.05088976	1.875501283
gene-G1-2444	10.53035875	11.4529892	4.35097266	2.420230962	2.632282502
gene-G1-2445	16.62688223	6.299144061	5.317855473	3.126614162	1.184527126
gene-G1-2446	7.204982301	6.299144061	4.834414067	1.49035275	1.302979839
gene-G1-2447	9.976129339	10.30769028	6.284738287	1.587357959	1.640114482
gene-G1-2448	6.096523485	5.726494601	4.35097266	1.401186347	1.316141251
gene-G1-2449	5.542294077	4.008546221	5.317855473	1.042204721	0.753789989
gene-G1-245	10.53035875	6.299144061	4.834414067	2.178207866	1.302979839
gene-G1-2450	16.62688223	16.60683434	15.47012501	1.074773618	1.073477708
gene-G1-2451	9.421899932	5.726494601	7.2516211	1.299281885	0.789684751
gene-G1-2452	7.759211708	4.581195681	4.834414067	1.60499527	0.947621701
gene-G1-2453	14.96419401	16.03418488	12.56947657	1.190518469	1.275644597
gene-G1-2454	4.98806467	7.444442981	4.834414067	1.031782673	1.539885264
gene-G1-2455	8.313441116	7.444442981	7.2516211	1.146425193	1.026590176
gene-G1-2456	12.74727638	14.88888596	12.56947657	1.014145363	1.184527126
gene-G1-2457	9.976129339	12.02563866	9.185386727	1.086087025	1.309214192
gene-G1-2458	9.976129339	9.735040821	11.11915235	0.897202325	0.87552005
gene-G1-2459	8.867670524	17.1794838	26.10583596	0.339681539	0.658070626
gene-G1-246	12.19304697	12.59828812	7.735062507	1.57633464	1.628724798
gene-G1-2460	9.976129339	12.02563866	7.735062507	1.289728342	1.554691853
gene-G1-2461	10.53035875	10.30769028	9.185386727	1.146425193	1.122183593
gene-G1-2462	8.867670524	10.88033974	7.2516211	1.222853539	1.500401026
gene-G1-2463	12.19304697	13.74358704	14.98668361	0.813592072	0.917053259
gene-G1-2464	3.879605854	7.444442981	7.2516211	0.534998423	1.026590176
gene-G1-2465	12.74727638	23.47862786	21.27142189	0.599267714	1.103763913
gene-G1-2466	22.72340572	14.3162365	13.05291798	1.740867885	1.096784376
gene-G1-2467	14.4099646	15.46153542	15.47012501	0.931470469	0.999444763
gene-G1-2468	14.4099646	8.589741901	11.11915235	1.295958913	0.772517691
gene-G1-2469	8.313441116	14.3162365	8.70194532	0.955354327	1.645176564
gene-G1-247	18.28957046	22.33332894	16.43700783	1.112706805	1.358722292
gene-G1-2470	16.62688223	17.75213326	15.95356642	1.042204721	1.112737603
gene-G1-2471	48.77218788	42.37606005	32.39057425	1.505752492	1.308283692
gene-G1-2472	7.204982301	11.4529892	10.15226954	0.709691786	1.128121072
gene-G1-2473	32.69953506	25.19657624	26.10583596	1.252575673	0.965170251
gene-G1-2474	2.216917631	1.71794838	5.317855473	0.416881888	0.323052853
gene-G1-2475	7.759211708	17.75213326	6.768179693	1.146425193	2.622881494
gene-G1-2476	2.216917631	8.589741901	7.2516211	0.305713385	1.184527126
gene-G1-2477	22.72340572	30.35042138	15.47012501	1.468857278	1.961873053
gene-G1-2478	4.98806467	7.444442981	7.2516211	0.687855116	1.026590176
gene-G1-2479	10.53035875	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-248	6.650752893	10.88033974	14.01980079	0.474382838	0.776069496
gene-G1-2480	11.08458815	14.88888596	0	#DIV/0!	#DIV/0!
gene-G1-2481	9.976129339	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-2482	6.096523485	10.30769028	0	#DIV/0!	#DIV/0!
gene-G1-2483	11.08458815	22.33332894	0	#DIV/0!	#DIV/0!
gene-G1-2484	6.650752893	10.30769028	0	#DIV/0!	#DIV/0!
gene-G1-2485	13.30150579	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-2486	19.39802927	24.62392678	0	#DIV/0!	#DIV/0!
gene-G1-2487	2.771147039	4.008546221	0	#DIV/0!	#DIV/0!
gene-G1-2488	7.204982301	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-2489	7.759211708	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-249	24.38609394	34.3589676	14.01980079	1.739403741	2.450745778
gene-G1-2490	4.98806467	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-2491	6.096523485	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-2492	20.50648809	22.33332894	0	#DIV/0!	#DIV/0!
gene-G1-2493	7.204982301	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-2494	9.976129339	10.30769028	0	#DIV/0!	#DIV/0!
gene-G1-2495	16.62688223	36.07691598	0	#DIV/0!	#DIV/0!
gene-G1-2496	6.096523485	12.59828812	0	#DIV/0!	#DIV/0!
gene-G1-2497	6.096523485	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-2498	4.433835262	6.299144061	0	#DIV/0!	#DIV/0!
gene-G1-2499	9.976129339	24.62392678	0	#DIV/0!	#DIV/0!
gene-G1-25	19.95225868	17.75213326	15.95356642	1.250645665	1.112737603
gene-G1-250	3.879605854	2.8632473	3.384089847	1.146425193	0.846090804
gene-G1-2500	23.83186453	23.47862786	0	#DIV/0!	#DIV/0!
gene-G1-2501	7.759211708	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-2502	4.433835262	4.008546221	0	#DIV/0!	#DIV/0!
gene-G1-2503	18.84379986	34.93161706	0	#DIV/0!	#DIV/0!
gene-G1-2504	6.096523485	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-2505	11.08458815	16.60683434	0	#DIV/0!	#DIV/0!
gene-G1-2506	13.85573519	13.74358704	0	#DIV/0!	#DIV/0!
gene-G1-2507	9.421899932	16.03418488	0	#DIV/0!	#DIV/0!
gene-G1-2508	18.84379986	18.89743218	0	#DIV/0!	#DIV/0!
gene-G1-2509	3.879605854	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-251	5.542294077	9.735040821	14.01980079	0.395319032	0.69437797
gene-G1-2510	6.650752893	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-2511	14.4099646	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-2512	12.74727638	6.871793521	0	#DIV/0!	#DIV/0!
gene-G1-2513	16.62688223	9.735040821	0	#DIV/0!	#DIV/0!
gene-G1-2514	25.49455276	26.34187516	0	#DIV/0!	#DIV/0!
gene-G1-2515	9.976129339	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-2516	12.74727638	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-2517	7.759211708	10.88033974	0	#DIV/0!	#DIV/0!
gene-G1-2518	26.60301157	39.51281275	0	#DIV/0!	#DIV/0!
gene-G1-2519	32.69953506	21.76067948	0	#DIV/0!	#DIV/0!
gene-G1-252	16.62688223	19.47008164	16.43700783	1.011551641	1.184527126
gene-G1-2520	13.30150579	12.02563866	0	#DIV/0!	#DIV/0!
gene-G1-2521	17.73534105	25.19657624	0	#DIV/0!	#DIV/0!
gene-G1-2522	16.07265282	19.47008164	0	#DIV/0!	#DIV/0!
gene-G1-2523	8.867670524	10.88033974	0	#DIV/0!	#DIV/0!
gene-G1-2524	5.542294077	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-2525	7.204982301	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-2526	8.313441116	6.299144061	0	#DIV/0!	#DIV/0!
gene-G1-2527	16.62688223	14.3162365	0	#DIV/0!	#DIV/0!
gene-G1-2528	16.07265282	14.3162365	0	#DIV/0!	#DIV/0!
gene-G1-2529	20.50648809	27.48717408	0	#DIV/0!	#DIV/0!
gene-G1-253	14.4099646	18.32478272	14.01980079	1.027829483	1.307064415
gene-G1-2530	6.650752893	12.59828812	0	#DIV/0!	#DIV/0!
gene-G1-2531	29.92838802	32.64101922	0	#DIV/0!	#DIV/0!
gene-G1-2532	16.07265282	13.74358704	0	#DIV/0!	#DIV/0!
gene-G1-2533	7.204982301	6.871793521	19.33765627	0.372588188	0.355358138
gene-G1-2534	27.71147039	23.47862786	24.17207033	1.146425193	0.971312243
gene-G1-2535	8026.350283	6363.2808	6847.947525	1.172081161	0.929224527
gene-G1-2536	544.2532784	771.3588227	1039.399024	0.523623041	0.742120018
gene-G1-2537	647.3399482	915.0938372	827.6516882	0.782140552	1.105650904
gene-G1-2538	1895.464574	2408.563629	2672.464096	0.709257265	0.901252007
gene-G1-2539	371.3337032	460.9828154	666.1822584	0.557405573	0.691977022
gene-G1-254	12.19304697	7.444442981	7.735062507	1.57633464	0.96242829
gene-G1-2540	685.027548	875.5810245	807.8305905	0.847984164	1.083867131
gene-G1-2541	793.6565119	1015.880142	967.3662547	0.820430223	1.050150486
gene-G1-2542	476.6372907	519.9657098	659.4140787	0.722819403	0.788526855
gene-G1-2543	540.3736726	628.7691072	729.9965241	0.740241432	0.861331645
gene-G1-2544	731.0285888	850.3844482	897.2672508	0.814727817	0.947749344
gene-G1-2545	278.7773921	318.3930998	382.8855941	0.728095798	0.831561972
gene-G1-2546	602.4473662	620.7520147	781.7247546	0.770664307	0.794080028
gene-G1-2547	2227.44799	2012.290203	2343.240498	0.950584454	0.858763838
gene-G1-2548	3259.423147	3116.931011	3066.468842	1.062923941	1.016456117
gene-G1-2549	1654.929012	1610.290282	1424.218384	1.161991047	1.130648431
gene-G1-255	6.650752893	4.008546221	5.80129688	1.146425193	0.690974157
gene-G1-2550	218.9206161	339.0084804	355.3294339	0.616106056	0.954068107
gene-G1-2551	668.9548951	1133.273281	1035.048052	0.646303226	1.094899198
gene-G1-2552	644.5688012	969.4955359	931.5915906	0.691900622	1.040687299
gene-G1-2553	409.0213029	612.7349223	696.639067	0.587135178	0.879558657
gene-G1-2554	256.0539864	478.1622992	474.7394613	0.539356863	1.007209929
gene-G1-2555	534.8313785	1026.187832	1074.690247	0.497660959	0.954868471
gene-G1-2556	88.12247583	210.1623518	200.6281838	0.439232785	1.047521579
gene-G1-2557	101.4239816	177.5213326	190.4759142	0.532476676	0.931988348
gene-G1-2558	56.53139959	128.2734791	124.2444415	0.455001438	1.032428312
gene-G1-2559	55.42294077	99.06835659	120.8603517	0.458570077	0.819692771
gene-G1-256	17.18111164	19.47008164	24.17207033	0.710783619	0.805478446
gene-G1-2560	99.76129339	200.427311	237.3697307	0.420278075	0.844367605
gene-G1-2561	73.15828182	107.6580985	192.8931213	0.379268485	0.558123057
gene-G1-2562	67.61598774	135.717922	181.2905275	0.372970329	0.748621144
gene-G1-2563	34.36222328	70.43588359	90.88698445	0.378076393	0.774983173
gene-G1-2564	202.8479632	357.3332631	350.9784612	0.57794989	1.01810596
gene-G1-2565	73.15828182	104.7948512	143.5820978	0.509522308	0.729860148
gene-G1-2566	16.62688223	33.21366868	66.23147271	0.251042013	0.501478637
gene-G1-2567	65.95329952	138.5811693	227.7009025	0.289648828	0.60861054
gene-G1-2568	40.45874677	62.99144061	118.4431446	0.341587915	0.531828506
gene-G1-2569	62.62792308	79.59827495	110.7080821	0.565703261	0.718992448
gene-G1-257	14.4099646	10.30769028	10.15226954	1.419383572	1.015308965
gene-G1-2570	44.89258203	108.230748	127.14509	0.353081523	0.851238125
gene-G1-2571	46.55527025	100.786305	137.2973595	0.339083508	0.734073149
gene-G1-2572	30.48261743	68.71793521	86.05257039	0.354232503	0.798557613
gene-G1-2573	24.94032335	76.73502765	70.58244537	0.353350231	1.087168732
gene-G1-2574	11.63881756	34.93161706	39.64219535	0.293596696	0.881172618
gene-G1-2575	16.62688223	47.52990519	49.31102348	0.33718388	0.963879916
gene-G1-2576	39.90451736	85.89741901	87.98633601	0.453530845	0.97625862
gene-G1-2577	23.83186453	56.11964709	60.91361724	0.391240344	0.921298876
gene-G1-2578	50.4348761	109.3760469	159.5356642	0.316135432	0.685589943
gene-G1-2579	16.62688223	47.52990519	39.15875394	0.424601923	1.213774709
gene-G1-258	12.74727638	12.02563866	14.5032422	0.878925981	0.829168988
gene-G1-2580	21.06071749	53.25639979	48.82758207	0.43132829	1.090703195
gene-G1-2581	9.976129339	27.48717408	26.10583596	0.382141731	1.052913001
gene-G1-2582	17.18111164	66.99998683	60.43017583	0.284313448	1.10871739
gene-G1-2583	22.72340572	50.39315249	43.99316801	0.516521241	1.145476781
gene-G1-2584	26.04878216	64.13673953	69.61556256	0.374180445	0.921298876
gene-G1-2585	11.08458815	20.61538056	20.30453908	0.545916758	1.015308965
gene-G1-2586	27.71147039	47.52990519	52.69511333	0.525883116	0.901979371
gene-G1-2587	42.6756644	100.786305	91.37042586	0.467062116	1.103051715
gene-G1-2588	6.650752893	19.47008164	15.47012501	0.429909447	1.258560072
gene-G1-2589	9.421899932	11.4529892	9.185386727	1.025748857	1.246870659
gene-G1-259	16.62688223	22.33332894	16.43700783	1.011551641	1.358722292
gene-G1-2590	12.74727638	32.06836976	25.13895315	0.507072681	1.275644597
gene-G1-2591	2.216917631	7.444442981	9.185386727	0.241352672	0.810465928
gene-G1-2592	5.542294077	18.89743218	15.95356642	0.347401574	1.184527126
gene-G1-2593	6.650752893	20.0427311	12.08603517	0.550284092	1.658337977
gene-G1-2594	14.96419401	30.92307084	11.60259376	1.289728342	2.665186034
gene-G1-2595	2.771147039	14.3162365	4.35097266	0.636902885	3.290353128
gene-G1-2596	12.74727638	21.18803002	12.56947657	1.014145363	1.685673218
gene-G1-2597	3.325376446	14.88888596	2.417207033	1.375710231	6.159541056
gene-G1-2598	3.879605854	18.89743218	10.15226954	0.382141731	1.86139977
gene-G1-2599	9.421899932	23.47862786	6.284738287	1.499171406	3.735816321
gene-G1-26	18.28957046	15.46153542	31.42369143	0.582031252	0.492034345
gene-G1-260	10.53035875	12.02563866	11.11915235	0.947046898	1.081524767
gene-G1-2600	7.759211708	22.33332894	9.185386727	0.844734352	2.431397785
gene-G1-2601	3.879605854	13.74358704	4.834414067	0.802497635	2.842865103
gene-G1-2602	6.096523485	16.03418488	4.834414067	1.261067712	3.316675953
gene-G1-2603	4.433835262	14.88888596	5.80129688	0.764283462	2.56647544
gene-G1-2604	13.85573519	25.7692257	8.218503913	1.685919401	3.135512981
gene-G1-2605	8.313441116	24.05127732	3.384089847	2.456625413	7.107162757
gene-G1-2606	10.53035875	18.32478272	6.284738287	1.675544512	2.91575908
gene-G1-2607	8.867670524	16.03418488	13.05291798	0.679363077	1.228398501
gene-G1-2608	11.63881756	28.05982354	10.15226954	1.146425193	2.763896628
gene-G1-2609	5.542294077	17.1794838	5.317855473	1.042204721	3.230528526
gene-G1-261	12.74727638	7.444442981	8.70194532	1.464876635	0.855491813
gene-G1-2610	2.771147039	6.871793521	3.384089847	0.818875138	2.03061793
gene-G1-2611	7.759211708	14.88888596	9.185386727	0.844734352	1.620931857
gene-G1-2612	5.542294077	17.75213326	5.80129688	0.955354327	3.060028409
gene-G1-2613	9.421899932	17.75213326	4.35097266	2.165469808	4.080037879
gene-G1-2614	15.51842342	24.05127732	5.317855473	2.918173218	4.522739936
gene-G1-2615	12.74727638	30.35042138	14.01980079	0.909233773	2.164825437
gene-G1-2616	3.879605854	10.88033974	7.2516211	0.534998423	1.500401026
gene-G1-2617	3.879605854	15.46153542	13.05291798	0.297221346	1.184527126
gene-G1-2618	6.096523485	9.735040821	7.2516211	0.840711808	1.342464076
gene-G1-2619	3.879605854	13.74358704	1.933765627	2.006244087	7.107162757
gene-G1-262	13.85573519	23.47862786	17.88733205	0.774611617	1.312584113
gene-G1-2620	2.216917631	6.871793521	3.384089847	0.65510011	2.03061793
gene-G1-2621	13.30150579	22.33332894	10.63571095	1.250645665	2.099843542
gene-G1-2622	19.39802927	32.06836976	16.92044923	1.146425193	1.895243402
gene-G1-2623	6.650752893	17.1794838	8.218503913	0.809241312	2.090341987
gene-G1-2624	12.74727638	17.1794838	10.15226954	1.255608544	1.692181609
gene-G1-2625	11.08458815	13.17093758	13.05291798	0.849203846	1.009041626
gene-G1-2626	11.08458815	21.76067948	9.668828133	1.146425193	2.25060154
gene-G1-2627	8.867670524	23.47862786	10.63571095	0.833763776	2.207527826
gene-G1-2628	9.421899932	12.59828812	6.284738287	1.499171406	2.004584367
gene-G1-2629	5.542294077	11.4529892	12.08603517	0.458570077	0.947621701
gene-G1-263	7.759211708	7.444442981	7.2516211	1.069996846	1.026590176
gene-G1-2630	5.542294077	6.299144061	7.735062507	0.716515745	0.814362399
gene-G1-2631	17.18111164	14.88888596	10.63571095	1.615417317	1.399895695
gene-G1-2632	6.650752893	16.60683434	9.668828133	0.687855116	1.717564333
gene-G1-2633	4.98806467	15.46153542	6.768179693	0.736987624	2.284445172
gene-G1-2634	6.096523485	12.02563866	4.834414067	1.261067712	2.487506965
gene-G1-2635	12.19304697	15.46153542	12.08603517	1.008854169	1.279289296
gene-G1-2636	5.542294077	9.162391361	2.90064844	1.910708654	3.158739003
gene-G1-2637	14.4099646	20.0427311	10.63571095	1.354866137	1.884474973
gene-G1-2638	9.421899932	8.589741901	14.01980079	0.672042354	0.612686445
gene-G1-2639	11.08458815	14.88888596	16.43700783	0.67436776	0.905814861
gene-G1-264	6.650752893	8.589741901	12.08603517	0.550284092	0.710716276
gene-G1-2640	18.28957046	12.59828812	11.11915235	1.644870929	1.133025947
gene-G1-2641	3.325376446	10.30769028	10.63571095	0.312661416	0.969158558
gene-G1-2642	11.08458815	19.47008164	12.08603517	0.917140154	1.610956892
gene-G1-2643	8.313441116	17.75213326	5.317855473	1.563307081	3.33821281
gene-G1-2644	4.98806467	9.162391361	7.2516211	0.687855116	1.263495601
gene-G1-2645	16.07265282	16.03418488	10.63571095	1.511196845	1.507579979
gene-G1-2646	10.53035875	8.017092441	7.2516211	1.452138577	1.105558651
gene-G1-2647	7.204982301	9.735040821	8.218503913	0.876678088	1.184527126
gene-G1-2648	4.433835262	8.589741901	5.317855473	0.833763776	1.615264263
gene-G1-2649	7.759211708	12.02563866	5.80129688	1.337496058	2.072922471
gene-G1-265	428.9735616	546.8802344	672.9504381	0.637451939	0.812660492
gene-G1-2650	0.554229408	0.57264946	0.966882813	0.573212596	0.592263563
gene-G1-2651	1.108458815	4.581195681	1.45032422	0.764283462	3.158739003
gene-G1-2652	7.759211708	6.299144061	4.834414067	1.60499527	1.302979839
gene-G1-2653	33.80799387	45.81195681	35.29122269	0.957971736	1.298111919
gene-G1-2654	16.07265282	19.47008164	12.08603517	1.329853223	1.610956892
gene-G1-2655	144.6538754	175.2307348	110.2246407	1.312355155	1.58976009
gene-G1-2656	36.57914091	56.11964709	27.07271877	1.351143977	2.072922471
gene-G1-2657	77.59211708	97.35040821	60.91361724	1.27380577	1.598171519
gene-G1-2658	46.00104084	68.71793521	41.57596097	1.106433616	1.652828548
gene-G1-2659	49.32641729	48.67520411	35.77466409	1.378808678	1.360605483
gene-G1-266	402.9247794	430.0597445	553.5404106	0.727904904	0.776925652
gene-G1-2660	33.80799387	26.34187516	19.33765627	1.748298419	1.362206195
gene-G1-2661	24.94032335	38.36751383	23.20518752	1.074773618	1.653402447
gene-G1-2662	39.35028795	81.31622333	52.69511333	0.746754025	1.54314543
gene-G1-2663	47.66372907	60.12819331	33.84089847	1.408465237	1.776790689
gene-G1-2664	17.73534105	24.62392678	15.95356642	1.111685035	1.54347474
gene-G1-2665	37.13337032	57.83759547	33.84089847	1.097292684	1.709103425
gene-G1-2666	27.15724098	52.68375033	28.03960159	0.968531628	1.878905097
gene-G1-2667	44.33835262	50.39315249	39.15875394	1.132271795	1.286893668
gene-G1-2668	10.53035875	15.46153542	17.88733205	0.588704829	0.86438466
gene-G1-2669	9.976129339	17.75213326	7.735062507	1.289728342	2.295021307
gene-G1-267	459.456179	537.717843	763.8374225	0.601510433	0.703968969
gene-G1-2670	19.39802927	44.66665789	29.48992581	0.657784947	1.514641243
gene-G1-2671	13.30150579	24.05127732	12.56947657	1.058238639	1.913466896
gene-G1-2672	13.85573519	23.47862786	23.68862893	0.584910813	0.991134942
gene-G1-2673	29.37415861	42.37606005	26.10583596	1.125195096	1.623240877
gene-G1-2674	6.650752893	10.88033974	8.218503913	0.809241312	1.323883259
gene-G1-2675	9.976129339	17.1794838	15.95356642	0.625322832	1.076842842
gene-G1-2676	16.62688223	18.32478272	17.40389064	0.955354327	1.052913001
gene-G1-2677	15.51842342	18.32478272	13.53635939	1.146425193	1.353745287
gene-G1-2678	4.98806467	5.726494601	6.768179693	0.736987624	0.846090804
gene-G1-2679	19.95225868	26.91452462	12.08603517	1.650852277	2.226910997
gene-G1-268	284.8739156	368.7862523	385.3028011	0.739350752	0.957133587
gene-G1-2680	13.85573519	28.05982354	21.7548633	0.636902885	1.289818426
gene-G1-2681	9.421899932	20.61538056	14.98668361	0.628684783	1.375579888
gene-G1-2682	4.98806467	10.30769028	14.5032422	0.343927558	0.710716276
